YORF	NAME	GWEIGHT	0 hr	9.5 hr	11.5 hr	13.5 hr	15.5 hr	18.5 hr	20.5 hr
YJR111C		1	0.19	-0.03	-0.15	-0.81	-0.51	-0.22	-0.71
YDR103W		1	0.15	0.04	-0.18	-0.62	-0.4	-0.17	-0.62
YGL014W		1	0.11	0.01	-0.18	-0.76	-0.62	-0.23	-0.81
YLR199C		1	0.14	0	-0.15	-0.62	-0.54	-0.14	-0.71
YDR174W		1	0.16	0.03	-0.14	-0.54	-0.58	-0.09	-0.6
YJL223C		1	0.07	0.07	-0.04	-0.36	-0.2	-0.04	-0.27
YHL004W		1	0.25	0.14	-0.01	-0.51	-0.47	-0.29	-0.49
YPL263C		1	0.45	0.06	-0.09	-0.62	-0.74	-0.47	-0.76
YMR070W		1	0.36	-0.09	-0.12	-0.25	-0.3	-0.23	-0.4
YPL115C		1	0.29	-0.12	-0.15	-0.56	-0.54	-0.43	-0.69
YBL101C		1	0.2	-0.15	-0.18	-0.34	-0.22	-0.27	-0.43
YPR138C		1	0.19	-0.1	-0.01	-0.36	-0.3	-0.34	-0.25
YPL180W		1	-0.01	-0.22	0.01	-0.17	-0.3	-0.3	-0.42
YMR147W		1	-0.1	-0.4	-0.01	-0.3	-0.54	-0.42	-0.69
YBR264C		1	-0.06	-0.34	-0.01	-0.34	-0.79	-0.42	-0.67
YMR063W		1	-0.27	-0.36	-0.36	-0.32	-0.54	-0.45	-0.29
YNL008C		1	-0.22	-0.3	-0.25	-0.32	-0.38	-0.49	-0.23
YKL071W		1	-0.18	-0.23	-0.06	-0.23	-0.36	-0.49	-0.27
YKL225W		1	-0.15	-0.23	-0.12	-0.15	-0.36	-0.47	-0.17
YHR048W		1	-0.14	-0.23	-0.12	-0.15	-0.49	-0.51	-0.25
YLL042C		1	-0.45	-0.36	-0.25	-0.22	-0.81	-0.71	-0.36
YDR401W		1	-0.3	-0.23	-0.06	-0.42	-0.54	-0.76	-0.4
YOR109W		1	-0.3	-0.18	-0.07	-0.43	-0.43	-0.69	-0.3
YNL140C		1	-0.29	-0.06	-0.01	-0.42	-0.4	-0.64	-0.36
YPR031W		1	-0.4	-0.04	-0.17	-0.47	-0.51	-0.71	-0.49
YGR098C		1	-0.3	-0.17	-0.06	-0.4	-0.3	-0.42	-0.3
YPR135W		1	-0.34	-0.27	-0.23	-0.47	-0.36	-0.64	-0.47
YER054C		1	-0.27	-0.22	-0.12	-0.43	-0.42	-0.47	-0.36
YDR157W		1	-0.6	-0.42	-0.4	-0.84	-0.94	-1.09	-0.62
YIL086C		1	-0.18	-0.18	-0.17	-0.3	-0.34	-0.38	
YPR029C		1	-0.27	-0.14	-0.51	-0.56	-0.62	-0.79	-0.42
YOR024W		1	-0.12	-0.14	-0.23	-0.23	-0.27	-0.36	-0.27
YMR189W		1	-0.23	-0.3	-0.3	-0.42	-0.6	-0.69	-0.56
YNL278W		1	-0.04	-0.09	-0.09	-0.18	-0.23	-0.27	-0.22
YOR328W		1	-0.23	-0.27	-0.25	-0.51	-0.67	-1	-0.62
YPR204W		1	-0.1	-0.17	-0.23	-0.34	-0.45	-0.62	-0.34
YPL006W		1	-0.14	-0.17	-0.22	-0.34	-0.43	-0.54	-0.36
YOR129C		1	-0.18	-0.18	-0.25	-0.47	-0.49	-0.67	-0.4
YOR009W		1	-0.2	-0.32	-0.45	-0.92	-0.64	-1	-0.54
YNR039C		1	-0.27	-0.43	-0.49	-0.97	-0.79	-1.25	-0.54
YOL041C		1	-0.15	-0.3	-0.32	-0.58	-0.67	-1.15	-0.43
YHL040C		1	-0.07	-0.23	-0.22	-0.64	-0.71	-0.92	-0.36
YOR174W		1	-0.1	-0.23	-0.14	-0.36	-0.27	-0.36	-0.27
YBR300C		1	-0.29	-0.18	-0.17	-0.6	-0.38	-0.47	-0.27
YPR010C		1	-0.18	-0.12	-0.17	-0.51	-0.45	-0.4	-0.22
YMR162C		1	-0.18	-0.09	-0.14	-0.43	-0.34	-0.43	-0.14
YLR091W		1	-0.18	-0.09	-0.18	-0.45	-0.23	-0.51	-0.18
YKL042W		1	-0.23	-0.12	-0.06	-0.47	-0.36	-0.6	-0.17
YOL099C		1	-0.17	-0.23	-0.09	-0.42	-0.23	-0.54	-0.18
YIL004C		1	-0.27	-0.27	-0.29	-0.27	-0.27	-0.56	-0.14
YKL215C		1	-0.29	-0.27	-0.54	-0.47	-0.38	-0.92	-0.3
YIL159W		1	-0.1	-0.12	-0.42	-0.56	-0.4	-0.94	-0.38
YDR011W		1	-0.07	-0.36	-0.64	-0.69	-0.62	-1.4	-0.42
YPL247C		1	-0.04	-0.18	-0.22	-0.3	-0.3	-0.56	-0.15
YGR184C		1	-0.1	-0.1	-0.27	-0.34	-0.3	-0.47	-0.1
YKL001C		1	-0.01	0.04	-0.1	-0.25	-0.12	-0.2	-0.23
YHR069C		1	0.01	0	-0.25	-0.79	-0.43	-0.69	-0.84
YNL316C		1	-0.04	0.01	-0.12	-0.67	-0.42	-0.62	-0.76
YMR323W		1	-0.15	-0.03	-0.14	-0.42	-0.4	-0.56	-0.49
YBR089C-A		1	-0.12	0.03	-0.27	-0.47	-0.49	-0.56	-0.47
YDL117W		1	-0.03	-0.07	-0.36	-0.79	-0.64	-0.92	-0.64
YLR105C		1	-0.01	0	-0.06	-0.25	-0.14	-0.23	-0.17
YOR213C		1	-0.07	-0.09	-0.14	-0.6	-0.3	-0.71	-0.56
YPL125W		1	-0.23	-0.1	-0.43	-0.79	-0.49	-1.03	-0.81
YMR012W		1	-0.15	-0.18	-0.51	-0.47	-0.81	-1.32	-0.92
YDR420W		1	-0.01	-0.38	-0.32	-0.27	-0.76	-0.94	-0.92
YOR336W		1	0	-0.22	-0.12	-0.1	-0.34	-0.47	-0.34
YOL001W		1	-0.04	-0.22	-0.18	-0.4	-0.62	-0.38	-0.58
YHR081W		1	-0.2	-0.32	-0.18	-0.79	-0.71	-0.74	-0.86
YGR056W		1	-0.18	-0.27	-0.36	-0.89	-0.84	-0.86	-1
YOR290C		1	-0.15	-0.18	-0.27	-0.42	-0.54	-0.47	-0.62
YDL138W		1	-0.24	-0.19	-0.25	-0.5	-0.56	-0.56	-0.58
YPR011C		1	-0.18	-0.07	-0.15	-0.27	-0.3	-0.29	-0.34
YGL141W		1	-0.15	-0.06	-0.1	-0.3	-0.4	-0.34	-0.34
YOR012W		1	-0.14	-0.18	-0.17	-0.3	-0.58	-0.43	-0.42
YOR016C		1	-0.14	-0.18	-0.23	-0.36	-0.62	-0.54	-0.54
YIL055C		1	-0.15	-0.27	-0.25	-0.4	-0.74	-0.69	-0.76
YLR007W		1	-0.22	-0.15	-0.23	-0.27	-0.49	-0.49	-0.49
YPL249C		1	-0.27	-0.12	-0.12	-0.32	-0.3	-0.58	-0.51
YNR025C		1	-0.49	-0.51	-0.32	-0.69	-0.69	-1.25	-1.06
YOR346W		1	-0.25	-0.23	-0.1	-0.2	-0.23	-0.51	-0.42
YKL076C		1	-0.51	-0.56	-0.49	-0.62	-0.86	-1.09	-1.09
YJL118W		1	-0.32	-0.27	-0.25	-0.36	-0.45	-0.54	-0.56
YNL337W		1	-0.12	-0.18	-0.09	-0.2	-0.27	-0.27	-0.22
YNR070W		1	-0.23	-0.54	-0.27	-0.54	-0.76	-0.86	-0.76
YLR320W		1	-0.23	-0.43	-0.22	-0.6	-0.62	-0.67	-0.67
YOL011W		1	-0.1	-0.27	-0.04	-0.22	-0.34	-0.4	-0.4
YCR064C		1	-0.1		-0.07	-0.2	-0.3	-0.42	-0.42
YKR039W		1	-0.2	-0.27	-0.15	-0.42	-0.42	-0.47	-0.76
YNR024W		1	-0.27	-0.51	-0.23	-0.58	-0.69	-0.79	-1.18
YCL056C		1	-0.23	-0.36	-0.07	-0.34	-0.51	-0.62	-0.81
YBR275C		1	-0.3	-0.29	-0.12	-0.38	-0.69	-0.54	-0.84
YOR154W		1	-0.27	-0.25	-0.14	-0.51	-0.67	-0.67	-0.79
YOL004W		1	-0.23	-0.1	-0.1	-0.18	-0.36	-0.4	-0.49
YLR235C		1	-0.23	-0.12	-0.05	-0.2	-0.31	-0.34	-0.56
YDR407C		1	-0.06	-0.04	-0.15	-0.15	-0.27	-0.36	-0.43
YMR076C		1	-0.12	-0.18	-0.22	-0.36	-0.56	-0.64	-0.81
YOR127W		1	-0.03	-0.09	-0.18	-0.23	-0.56	-0.54	-0.62
YNL016W		1	-0.01	-0.23	-0.29	-0.62	-0.74	-0.74	-0.89
YNR038W		1	-0.17	-0.4	-0.71	-1.18	-1.36	-1.51	-1.84
YNL124W		1	-0.01	-0.22	-0.43	-1	-0.89	-1.22	-1.36
YMR301C		1	-0.1	-0.22	-0.4	-0.56	-0.51	-0.94	-0.94
YML081W		1	-0.15	-0.17	-0.4	-0.6	-0.67	-0.89	-0.89
YDL182W		1	0.08	-0.54	-0.92	-1.36	-1.43	-1.89	-2
YDL042C		1	-0.09	-0.38	-0.54	-0.89	-0.92	-1.22	-1.12
YMR037C		1	-0.14	-0.54	-0.97	-1.12	-1.22	-1.89	-1.74
YLR310C		1	-0.06	-0.15	-0.42	-0.4	-0.43	-0.64	-0.62
YMR247C		1	-0.18	-0.15	-0.34	-0.38	-0.49	-0.84	-0.67
YOR116C		1	-0.34	-0.29	-0.62	-0.84	-1.12	-1.94	-1.64
YLR280C		1	-0.18	-0.27	-0.43	-0.71	-0.74	-1.22	-1.06
YDL111C		1	-0.15	-0.22	-0.3	-0.67	-0.71	-1.18	-1.06
YPL248C		1	-0.2	-0.1	-0.25	-0.42	-0.56	-0.74	-0.76
YOR110W		1	-0.18	-0.14	-0.22	-0.38	-0.54	-0.67	-0.56
YNR069C		1	-0.23	-0.09	-0.18	-0.36	-0.42	-0.58	-0.49
YPL008W		1	-0.2	-0.15	-0.2	-0.4	-0.36	-0.58	-0.67
YGL151W		1	-0.15	-0.12	-0.23	-0.43	-0.36	-0.54	-0.56
YOR061W		1	-0.14	-0.07	-0.27	-0.47	-0.36	-0.62	-0.62
YPL074W		1	-0.23	-0.23	-0.29	-0.38	-0.32	-0.56	-0.62
YHR085W		1	-0.2	-0.29	-0.18	-0.36	-0.23	-0.51	-0.54
YIL149C		1	-0.22	-0.36	-0.3	-0.47	-0.36	-0.79	-0.74
YLR057W		1	-0.1	-0.36	-0.29	-0.34	-0.32	-0.71	-0.62
YGL092W		1	-0.23	-0.58	-0.43	-0.62	-0.71	-1.22	-1.15
YNL235C		1	-0.3	-0.56	-0.45	-0.56	-0.56	-1.15	-1.29
YMR109W		1	-0.09	-0.22	-0.3	-0.27	-0.38	-0.54	-0.64
YKL202W		1	-0.12	-0.4	-0.34	-0.45	-0.54	-0.74	-0.89
YIR023W		1	-0.1	-0.54	-0.4	-0.56	-0.71	-0.92	-1.12
YNR046W		1	-0.2	-0.74	-0.67	-1.09	-1.12	-1.51	-1.51
YNR009W		1	-0.01	-0.6	-0.56	-0.69	-0.62	-1.51	-1.47
YLR103C		1	-0.09	-0.34	-0.23	-0.36	-0.47	-0.97	-0.92
YNR011C		1	-0.04	-0.27	-0.06	-0.43	-0.51	-0.92	-0.58
YER132C		1	-0.12	-0.18	-0.1	-0.38	-0.42	-0.6	-0.58
YML066C		1	-0.1	-0.1	-0.04	-0.27	-0.27	-0.47	-0.49
YIL079C		1	-0.18	-0.23	-0.06	-0.6	-0.76	-1.12	
YEL033W		1	-0.18	-0.18	-0.01	-0.56	-0.74	-1.03	-1.09
YGR296W		1	-0.1	-0.07	-0.07	-0.23	-0.43	-0.62	-0.49
YJR042W		1	-0.1	-0.04	-0.09	-0.36	-0.43	-0.67	-0.49
YNL024C		1	-0.47	-0.15	-0.09	-0.58	-0.81	-1.15	-1
YPR141C		1	-0.1	-0.43	-0.09	-0.2	-0.27	-0.58	-0.71
YDR490C		1	-0.04	-0.18	-0.1	-0.1	-0.1	-0.27	-0.3
YOL045W		1	-0.2	-0.36	-0.27	-0.32	-0.34	-0.76	-1.06
YEL014C		1	-0.2	-0.23	-0.14	-0.22	-0.17	-0.51	-0.64
YDL158C		1	-0.23	-0.23	-0.18	-0.22	-0.23	-0.51	-0.56
YML087C		1	-0.1	-0.22	-0.09	-0.27	-0.27	-0.42	-0.49
YBR224W		1	-0.07	-0.18	-0.04	-0.22	-0.23	-0.42	-0.42
YFR032C		1	0	-0.25	-0.07	-0.29	-0.27	-0.54	-0.74
YKR027W		1	-0.01	-0.2	-0.1	-0.43	-0.29	-0.56	-0.74
YLR454W		1	-0.03	-0.14	-0.14	-0.34	-0.23	-0.45	-0.62
YML003W		1	-0.12	-0.23	-0.17	-0.45	-0.27	-0.69	-0.92
YKR003W		1	-0.07	-0.23	-0.15	-0.32	-0.23	-0.49	-0.67
YNL262W		1	-0.09	-0.17	-0.09	-0.25	-0.17	-0.36	-0.42
YKR015C		1	-0.15	-0.3	-0.1	-0.51	-0.3	-0.64	-0.86
YPR062W		1	-0.23	-0.36	-0.1	-0.47	-0.22	-0.62	-0.58
YOL012C		1	-0.3	-0.56	-0.17	-0.51	-0.3	-0.86	-0.92
YGR271W		1	-0.12	-0.34	-0.23	-0.42	-0.27	-0.49	-0.67
YJL220W		1	-0.17	-0.42	-0.29	-0.45		-0.54	-0.62
YJL203W		1	-0.18	-0.23	-0.18	-0.42	-0.15	-0.36	-0.45
YPR018W		1	-0.22	-0.03	-0.23	-0.43	-0.34	-0.49	-0.69
YIL020C		1	0.07	-0.27	-0.2	-0.47	-0.38	-0.58	-0.71
YNL080C		1	0.16	-0.3	-0.03	-0.71	-0.49	-0.81	-0.79
YDL071C		1	-0.22	-0.07	0.01	-0.27	-0.23	-0.42	-0.43
YHR136C		1	-0.15	-0.04	0.01	-0.23	-0.17	-0.23	-0.23
YDL131W		1	0.38	-0.04	-0.56	-1.15	-0.42	-1.94	-1.47
YGL173C		1	0.11	0.19	-0.06	-0.3	-0.14	-0.58	-0.42
YDL231C		1	0.01	0.16	-0.18	-0.36	-0.27	-0.49	-0.2
YKL185W		1	0.25	0.06	-0.38	-1.09	-0.92	-1.79	-0.47
YER134C		1	-0.01	-0.04	-0.04	-0.34	-0.27	-0.4	-0.22
YML103C		1	0	0	-0.06	-0.43	-0.45	-0.47	-0.27
YER164W		1	-0.03	-0.09	-0.2	-0.51	-0.62	-0.56	-0.42
YOR359W		1	0	-0.06	-0.25	-0.67	-0.97	-1.06	-0.67
YGR292W		1	-0.06	0.01	-0.12	-0.23	-0.36	-0.45	-0.34
YGR150C		1	-0.03	-0.03	-0.07	-0.15	-0.22	-0.3	-0.17
YHL018W		1	-0.12	-0.03	-0.1	-0.36	-0.45	-0.6	-0.3
YEL007W		1	0.15	-0.03	-0.25	-0.47	-0.74	-0.97	-0.47
YKL191W		1	0.11	-0.1	-0.25	-1.22	-1.25	-2.25	-1.22
YDR508C		1	0.21	-0.1	-0.3	-0.89	-0.92	-1.4	-1.03
YMR108W		1	0.25	0.06	-0.3	-1	-1.09	-1.64	-1.15
YKL111C		1	0.06	0.04	-0.18	-0.36	-0.43	-0.67	-0.42
YLR407W		1	0.15	0.14	-0.06	-0.51	-0.51	-0.84	-0.56
YBL106C		1	0.06	0.16	0.06	-0.67	-0.64	-1.4	-0.51
YGR092W		1	0.11	-0.01	0.08	-0.64	-0.74	-1.25	-0.51
YBR155W		1	0.21	-0.09	-0.14	-0.92	-1	-2.25	-0.92
YNL174W		1	0.06	-0.22	0.01	-0.97	-0.89	-2.4	-1.18
YOR101W		1	0.14	-0.06	0.12	-0.69	-0.58	-1.36	-0.81
YFL007W		1	0.11	-0.04	0.04	-0.22	-0.34	-0.67	-0.38
YDR355C		1	0	0.03	0	-0.22	-0.51	-0.97	-0.67
YER190W		1	0.03	0.04	0	-0.2	-0.36	-0.74	-0.34
YNR016C		1	0.01	-0.01	-0.2	-0.35	-0.62	-1.27	-0.65
YPL231W		1	0.02	0.04	-0.09	-0.28	-0.48	-0.82	-0.51
YIL030C		1	-0.06	-0.04	-0.1	-0.42	-0.84	-1.29	-0.71
YPR203W		1	0.07	0.01	-0.1	-0.17	-0.42	-0.64	-0.3
YLR464W		1	0.03	-0.18	-0.07	-0.2	-0.56	-1.03	-0.51
YGL071W		1	-0.04	0.01	-0.06	-0.1	-0.29	-0.38	-0.2
YHR219W		1	0.07	-0.14	-0.2	-0.27	-0.42	-0.74	-0.34
YJL095W		1	-0.07	-0.01	-0.23	-0.62	-0.54	-1.25	-0.42
YGL195W		1	-0.14	0.07	-0.27	-0.45	-0.36	-1.06	-0.49
YPL215W		1	-0.06	-0.18	-0.04	-0.1	-0.3	-0.43	-0.27
YLR278C		1	-0.27	-0.25	-0.06	-0.22	-0.49	-0.79	-0.58
YPL036W		1	-0.34	-0.47	-0.18	-0.29	-0.62	-1.29	-0.94
YML059C		1	-0.25	-0.3	-0.06	-0.34	-0.67	-1.43	-1.12
YMR061W		1	-0.12	-0.17	-0.01	-0.14	-0.18	-0.62	-0.4
YLR430W		1	-0.25	-0.06	-0.01	-0.36	-0.36	-0.76	-0.69
YNR027W		1	-0.17	-0.07	-0.03	-0.47	-0.36	-0.86	-0.67
YOR356W		1	-0.14	-0.09	-0.04	-0.47	-0.27	-0.74	-0.79
YJL087C		1	-0.18	-0.12	-0.07	-0.4	-0.27	-0.58	-0.62
YNL282W		1	-0.2	-0.09	-0.09	-0.47	-0.18	-0.92	-0.86
YNL210W		1	-0.18	-0.06	0.04	-0.3	-0.12	-0.6	-0.43
YLR305C		1	-0.15	-0.14	-0.07	-0.23	-0.2	-1.18	-0.74
YGL029W		1	-0.27	-0.22	0.01	-0.54	-0.34	-1.84	-1.32
YKL057C		1	-0.23	-0.27	-0.18	-0.36	-0.38	-1.4	-1.18
YLR129W		1	-0.34	-0.38	-0.29	-0.89	-0.86	-2.84	-2.12
YLR056W		1	-0.18	-0.32	-0.07	-0.58	-0.62	-2.18	-1.84
YNL002C		1	-0.1	-0.36	-0.25	-1.18	-0.86	-2.84	-2.4
YHR145C		1	-0.03	-0.06	-0.2	-0.34	-0.36	-0.94	-0.81
YNR067C		1	-0.23	-0.18	-0.36	-0.54	-0.84	-1.94	-1.64
YLR384C		1	-0.01	-0.15	-0.17	-0.34	-0.62	-1.74	-1.36
YJL109C		1	-0.09	0.03	-0.1	-1.18	-1.09	-3.18	-2
YAL019W		1	-0.03	-0.15	-0.06	-0.47	-0.4	-1.03	-0.74
YLR379W		1	0.11	-0.14	-0.14	-0.34	-0.15	-1	-0.6
YJL130C		1	0.03	0.01	-0.23	-0.36	-0.22	-1.12	-0.58
YPR136C		1	0.04	-0.25	-0.62	-0.84	-0.6	-2	-1.15
YNL216W		1	-0.29	-0.27	-0.51	-0.84	-0.71	-2.12	-1.03
YNL339C		1	-0.1	-0.09	-0.2	-0.4	-0.3	-0.92	-0.6
YPL183C		1	-0.18	-0.17	-0.36	-0.69	-0.81	-2.18	-1.32
YIL002C		1	-0.06	-0.12	-0.09	-0.18	-0.25	-0.64	-0.34
YDR545W		1	-0.06	-0.06	-0.23	-0.18	-0.42	-0.94	-0.58
YLR467W		1	-0.01	-0.23	-0.3	-0.2	-0.4	-0.92	-0.69
YJL225C		1	-0.06	-0.17	-0.34	-0.27	-0.34	-0.97	-0.84
YML111W		1	-0.1	-0.23	-0.27	-0.56	-0.14	-1.03	-0.56
YIL177C		1	-0.29	-0.23	-0.3	-0.38	-0.32	-0.94	-0.49
YKL030W		1	-0.56	-0.36	-0.18	-0.92	-0.47	-1.4	-0.69
YPL153C		1	-0.18	-0.17	-0.14	-0.54	-0.32	-0.89	-0.42
YLR451W		1	-0.2	-0.25	-0.06	-0.51	-0.36	-1.06	-0.56
YKL054C		1	-0.23	-0.29	-0.18	-0.64	-0.6	-1.25	-0.79
YPL275W		1	-0.22	-0.17	-0.12	-0.51	-0.3	-0.81	-0.62
YFL008W		1	-0.23	-0.09	-0.1	-0.42	-0.27	-0.69	-0.49
YMR199W		1	-0.27	-0.07	-0.47	-0.62	-0.12	-1.94	-1.09
YPR050C		1	-0.34	-0.18	-0.06	-0.25	-0.27	-1.09	-0.49
YDL093W		1	-0.18	0	0	-0.15	-0.17	-0.84	-0.42
YPL217C		1	-0.27	0.07	0.01	-0.34	-0.36	-1.06	-0.4
YMR266W		1	-0.29	-0.07	-0.06	-0.45	-0.3	-1.06	-0.3
YOL020W		1	-0.1	0.16	0.04	-0.12	-0.12	-1.09	-0.67
YDL121C		1	-0.14	-0.17	0.06	-0.49	-0.15	-1.25	-0.64
YNR003C		1	0.01	0.04	0.16	-0.45	-0.09	-1.09	-0.74
YLR435W		1	-0.07	-0.03	0.25	-0.92	-0.23	-1.47	-1.15
YLL034C		1	0.08	0	-0.07	-0.62	-0.27	-1.18	-0.94
YDR035W		1	0.08	0.11	-0.01	-0.32	-0.22	-0.89	-0.56
YJR040W		1	-0.01	0.15	0	-0.51	-0.18	-1.56	-0.76
YGL015C		1	-0.3	0.3	0.25	-0.45	-0.42	-1.4	-0.84
YHR084W		1	-0.03	0.19	0.26	-0.62	-0.27	-1.15	-0.64
YOR025W		1	0.01	0.2	0.29	-0.34	-0.14	-0.74	-0.36
YPL273W		1	-0.17	-0.1	0.3	-0.2	-0.2	-0.92	-0.74
YIL047C		1	-0.14	-0.3	0.15	-0.09	-0.58	-0.89	-0.79
YHR046C		1	-0.3	-0.32	0.36	-0.25	-1.03	-1.29	-1
YDR383C		1	-0.23	-0.1	0.4	-0.17	-0.54	-0.67	-0.74
YPR016C		1	-0.16	-0.01	0.21	-0.37	-0.41	-0.67	-0.85
YLR068W		1	-0.15	-0.3	0.43	-0.69	-0.74	-1.25	-1.36
YBL008W		1	-0.06	-0.1	0.08	-0.18	-0.2	-0.29	-0.34
YPL073C		1	-0.1	-0.15	0.41	-0.38	-0.34	-0.67	-0.67
YPR060C		1	-0.01	-0.1	0.25	-0.64	-0.6	-0.94	-0.76
YHL011C		1	0.07	0.01	0.32	-0.54	-0.71	-1.15	-0.97
YKR054C		1	0.04	-0.06	0.11	-0.18	-0.27	-0.38	-0.27
YPR048W		1	0.07	-0.03	0.45	-0.3	-0.51	-1.03	-0.58
YBR049C		1	0.21	0.01	0.38	-0.1	-0.62	-0.67	-0.6
YCR084C		1	0.29	0	0.36	-0.25	-0.6	-0.64	-0.56
YKL018W		1	0.08	0.04	0.29	-0.27	-0.67	-0.58	-0.45
YHR173C		1	0.01	0.12	0.16	-0.17	-0.34	-0.27	-0.29
YDR309C		1	0.24	0.21	0.5	-0.62	-0.62	-0.86	-0.74
YBR142W		1	0.19	0.25	0.64	-0.6	-0.64	-1.09	-1.09
YGR233C		1	0.12	0	0.5	-0.56	-0.4	-0.76	-0.71
YER156C		1	0.15	0.04	0.48	-0.23	-0.3	-0.4	-0.56
YOL093W		1	0.16	-0.07	0.14	-0.49	-0.23	-0.51	-0.69
YKL077W		1	-0.06	0.03	-0.34	-0.4	-0.3	-0.47	-1.12
YLR032W		1	-0.23	0.14	-0.23	-0.38	-0.43	-0.76	-1.22
YIL103W		1	-0.06	-0.12	0	-0.56	-0.3	-0.56	-0.74
YLR042C		1	-0.04	-0.2	0.08	-0.69	-0.4	-0.67	-1.15
YGR089W		1	0.07	-0.2	0.01	-0.29	-0.27	-0.36	-0.69
YLR146C		1	-0.09	-0.23	0.01	-0.43	-0.56	-0.69	-1.29
YGL214W		1	-0.01	-0.2	-0.04	-0.36	-0.47	-0.62	-0.97
YFR034C		1	-0.1	-0.15	-0.01	-0.4	-0.47	-0.54	-0.81
YMR269W		1	-0.2	-0.36	-0.07	-0.94	-0.89	-0.97	-1.84
YLR126C		1	-0.04	-0.18	-0.04	-0.32	-0.32	-0.3	-0.6
YOR078W		1	0.03	-0.32	-0.06	-0.74	-0.81	-0.84	-1.43
YNR052C		1	0.07	-0.2	-0.1	-0.42	-0.51	-0.51	-0.92
YHL005C		1	-0.03	-0.22	-0.04	-0.25	-0.36	-0.42	-0.64
YNL113W		1	-0.03	-0.4	0.06	-0.74	-0.69	-0.84	-1.25
YLR002C		1	-0.06	-0.36	0.16	-0.74	-0.71	-0.97	-1.36
YER082C		1	-0.07	-0.29	0.14	-0.74	-0.81	-0.69	-1.32
YNL091W		1	-0.04	-0.17	0.08	-0.27	-0.22	-0.25	-0.45
YPR059C		1	0.01	-0.04	0.21	-0.27	-0.4	-0.4	-0.67
YGR158C		1	0.06	-0.1	0.25	-0.34	-0.4	-0.47	-0.89
YKL084W		1	0.16	-0.03	0.2	-0.32	-0.32	-0.38	-0.74
YDL232W		1	-0.04	-0.07	0.08	-0.1	-0.14	-0.36	-0.79
YDR514C		1	-0.09	-0.14	0.15	-0.23	-0.34	-0.51	-1.06
YPL210C		1	-0.09	-0.32	0.06	-0.34	-0.56	-0.84	-1.84
YPL253C		1	0.04	-0.09	0.07	-0.15	-0.17	-0.36	-0.71
YDL210W		1	-0.12	-0.29	0.06	-0.56	-0.45	-1.06	-1.89
YDR025W		1	0.14	-0.1	-0.18	-0.79	-0.76	-0.86	-2.32
YBR247C		1	-0.03	-0.22	-0.07	-1.18	-1.03	-1.22	-2.74
YDL116W		1	-0.03	0	-0.01	-0.23	-0.3	-0.29	-0.64
YGR123C		1	-0.01	-0.17	-0.03	-0.81	-0.67	-1.06	-1.74
YPL032C		1	0.16	-0.23	0.03	-0.67	-0.58	-1.03	-1.6
YLR172C		1	0.15	-0.15	-0.04	-0.45	-0.49	-0.76	-1.15
YLR024C		1	0.07	-0.03	-0.04	-0.25	-0.25	-0.36	-0.69
YJR047C		1	0.15	-0.03	-0.1	-0.47	-0.47	-0.81	-1.47
YPR137W		1	0.07	-0.18	-0.2	-0.89	-0.92	-1.69	-2.94
YIL038C		1	0.03	-0.06	-0.04	-0.29	-0.25	-0.54	-0.94
YEL048C		1	0	-0.03	0.03	-0.6	-0.6	-0.94	-1.74
YNL175C		1	0.2	-0.18	0.12	-0.64	-0.92	-1.69	-2.64
YGL076C		1	0.07	-0.42	-0.03	-0.79	-0.84	-1.69	-2.84
YOR276W		1	0.07	-0.1	0.04	-0.4	-0.43	-0.92	-1.6
YOR224C		1	0.15	-0.18	-0.01	-0.45	-0.56	-1.12	-2.12
YJL148W		1	0.08	-0.2	0.16	-0.76	-0.67	-1.29	-2.4
YGL078C		1	-0.01	-0.25	0.32	-0.84	-0.84	-1.47	-2.47
YML093W		1	0.08	0	0.16	-0.71	-0.51	-1	-1.56
YGL238W		1	0.08	0.16	0.15	-0.54	-0.45	-0.79	-1.56
YLR196W		1	0.25	0.08	0.26	-0.86	-0.92	-1.56	-2.74
YCR030C		1	0.09	0.02	0.1	-0.23	-0.25	-0.44	-0.73
YHR204W		1	0.15	-0.04	0.14	-0.27	-0.34	-0.56	-1.09
YAL003W		1	0.24	0	-0.04	-0.64	-0.94	-1.56	-2.32
YBR079C		1	0.25	0.08	0.03	-0.58	-0.67	-1.09	-1.69
YGR155W		1	0.2	0.16	0	-0.62	-0.97	-1.15	-2.18
YMR306W		1	0.01	-0.03	-0.01	-0.23	-0.34	-0.4	-0.67
YCL054W		1	0.15	-0.15	0.14	-0.74	-0.92	-1.25	-2.06
YGR103W		1	0.15	-0.06	0.32	-0.92	-1.09	-1.64	-2.56
YDL148C		1	0.03	-0.01	0.32	-0.84	-0.97	-1.4	-2.25
YNL112W		1	0.08	0.08	0.25	-0.62	-0.79	-1.09	-1.74
YMR217W		1	0.15	0.12	0.19	-1.09	-1.29	-1.64	-2.74
YDR324C		1	0.06	-0.01	0.14	-0.62	-0.89	-1.09	-1.84
YDR465C		1	0.07	0.06	0.11	-0.84	-1.03	-1.25	-1.84
YPR110C		1	0.3	0.32	0.14	-0.69	-0.67	-1.29	-1.56
YLR409C		1	0.2	0.38	0.26	-1	-1.03	-2	-2
YDL039C		1	0.03	0.12	0.14	-0.51	-0.62	-0.92	-1.12
